Summary,Category
"dengan semangat kreativitas dan kerjasama yang terjalin, smk telkom sidoarjo berharap dapat terus menjadi pelopor dalam mencetak generasi yang siap bersaing dan berinovasi di era teknologi informasi dan komunikasi, harap abror menambahkan.mad melalui kerjasama ini, kami berharap dapat mendukung perkembangan potensi siswasiswi smk telkom sidoarjo dan sekaligus mencari bakatbakat muda yang berpotensi untuk bergabung dengan industri kami, ungkapnya. acara ini berhasil menciptakan momentum positif dalam upaya menyatukan dunia pendidikan dan industri. dari, perwakilan salah satu perusahaan yang menandatangani mou, menyatakan, kami sangat antusias untuk bekerja sama dengan smk telkom sidoarjo. nota kesepahaman tersebut mencakup kerjasama dalam bidang penelitian dan pengembangan, pelatihan industri, serta penyediaan magang bagi siswa. ada beberapa perusahaan ternama di bidang teknologi dan telekomunikasi turut serta dalam kegiatan ini, yaitu untuk memberikan penilaian dan masukan secara langsung terhadap proyek yang dibuat oleh siswa, tandas abror. acara tersebut tidak hanya menjadi wadah untuk memamerkan karya, tetapi juga sebagai kesempatan bagi siswasiswi untuk berinteraksi langsung dengan perusahaanperusahaanindustri yang hadir. sebagai puncak acara, dilangsungkan mou signing ceremony dimana smk telkom sidoarjo menandatangani nota kesepahaman dengan sejumlah perusahaan industri. hal ini diharapkan dapat memperkuat hubungan antara dunia pendidikan dan industri, sehingga lulusan smk telkom sidoarjo dapat lebih siap menghadapi tantangan dunia kerja. kami percaya bahwa anakanak muda memiliki potensi besar untuk menciptakan solusisolusi yang dapat memberikan kontribusi positif bagi masyarakat dan industri, tegas abror. selain itu kegiatan ini juga bertujuan untuk menjalin kerjasama strategis dengan berbagai perusahaan industri.skomda pitching day, yang merupakan bagian utama dari acara tersebut, menjadi ajang unggulan bagi siswasiswi smk telkom sidoarjo untuk memamerkan ideide kreatif dan solusi inovatif dalam dunia teknologi informasi dan komunikasi, jelas abror, pada kamis 30112023 pagi. jadi para siswa telah mengembangkan berbagai proyek, mulai dari aplikasi mobile, pengembangan perangkat lunak, hingga solusi teknologi yang mendukung kebutuhan industri, yang hasilnya dipresentakan di hadapan industri, terangnya. abror juga menyampaikan kalau, skomda pitching day ini adalah bentuk nyata dari semangat kreativitas dan inovasi yang kami dorong di sekolah kami. menurut kepala smk telkom sidoarjo, abror, s.hum mpd kalau kegiatan ini dilaksanakan bertujuan untuk memberikan wadah bagi para siswa dan siswi untuk mempresentasikan karyakarya inovatif mereka, setelah mengikuti digital talent program dtp selama satu semester. sidoarjo radarjatim.id  upaya mewadahi karya siswasiswinya yang sangat inovatif, serta jalin kerjasama dengan industri. smk telkom sidoarjo skomda telah sukses menggelar acara skomda pitching day dan sekaligus melaksanakan  mou signing ceremony dengan para industri, pada hari ini, kamis 30112023 pagi.",Pendidikan
"makanya di sini staiiu, red saya datang sendiri, tidak diwakilkan, tandas halim. lingkungan pesantren memiliki ketahanan mental yang sangat kuat. sementara menteri desa pdtt abdul halim iskandar mengatakan, pihaknya optimistis kerja sama dengan perguruan tinggi di lingkungan pesantren memberikan keberkahan yang besar. pasalnya, kader pesantren memiliki ketahanan yang sangat tangguh. kami tidak besar, tapi memiliki semangat untuk mempersiapkan generasi unggul indonesia emas, ujar ketua staiiu, ubaidillah, sag, mpdi dalam sambutannya. penandatanganan yang berlangsung di kampus staiiu dukun, gresik, jawa timur pada kamis 30112023 ini dilakukan langsung oleh menteri desa pdtt abdul halim iskandar dan ketua staiiu ubaidillah. kami sangat berterima kasih atas kepercayaan kementerian desa pembangunan daerah tertinggal dan transmigrasi. sementara dari pihak tuan rumah, nampak hadir pengurus staiiu, pemangku pp ihyaul ulum, kh afif mashum dan para guru madrasah ppiu. gresik radarjatim.id  sekolah tinggi agama islam ihyaul ulum staiiu gresik bersama kementerian desa pembangunan daerah tertinggal dan transmigrasi kemendes pdtt menandatangani nota kesepahaman moumemorandum of understanding untuk kegiatan tridharma perguruan tinggi.",Pendidikan
"penghargaan satunya kami berikan kepada bu nur hanim makrufah, se, adalah pegawai di sekolah yang sudah mengabdikan sebagai ptt selama 20 tahun lebih. untuk tahun ini dilaksakan bersamaan dengan peringatan hgn 2023, dan penghargaan kami berikan seorang guru dan seorang pegawai, yaitu  bu ngenawati bru barus, s.pd guru bahasa inggris yang telah mengabdi hampir 34 tahun. tanpa memikirkan take home pay nya, sehingga sangat perlu sekali kami perhatikan, kami apresiasi, jelas bu peni_sapaan akrabnya.mad sebagai bentuk reward dari sekolah kepada guru dan pegawai yang memiliki dedikasi yang tinggi, dalam mengabdi sesuai dengan bidangnya masingmasing. kepala sma negeri 3 sidoarjo, dr. ristiwi peni, m.pd menuturkan kalau pihaknya memang setiap tahunnya memberikan penghargaan kepada guru dan karyawan yang berdedikasi. sidoarjo radarjatim.id  dalam peringatan hgn hari guru nasional 2023 yang dilakukan oleh keluarga besar sma negeri 3 sidoarjo, selain melakukan upacara hari guru, juga memberikan penghargaan kepada para siswa yang berprestasi, guru dan karyawan yang telah mengabdi puluhan tahun.",Pendidikan
"hal sebagai tanda bakti siswa kepada yang lebih tua, yaitu guru. guru adalah sosok yang mengajari kita tentang ilmu, tata krama dan kedisiplinan. itulah beberapa ungkapan isi hati para siswa smk krian 1 sidoarjo bertepatan dengan peringatan hpn yang jatuh pada tanggal 25 nopember 2023. kepala smk krian 1 sidoarjo dhini mekarsari, s.pd m. m.pd menuturkan kalau rangkaian kegiatannya sudah dilakukan sejak tanggal 22 nopember 2023. diantaranya kegiatan literasi seluruh siswa, yaitu dengan menulis surat cinta untuk guruku. jadi setelah selesai pemberian reward, kegiatannya ditutup dengan sungkeman siswa kepada guru. alhamdulillah osis nya berjalan dengan baik, pungkas bu dhini yang didampingi waka humas smk krian 1 sidoarjo ahmad robby, s.kom, pada 28112023 siang.mad guru pahlawan tanda jasa yang memberikan ilmunya secara ikhlas pada anak didiknya. guru adalah orang tua kita di sekolah, sekaligus pahlawan untuk membimbing menuju yang lebih baik untuk masa depan kita. karena hanya guru yang bisa memberikan ilmunya kepada penerus bangsa, seperti kita siswa smk krian 1 ini, ungkapnya. bagi mareka yang masuk peringkat 10 besar terbaik suratnya, telah mendapatkan apresiasi dari sekolah. siswa lainnya juga mengungkapkan kalau guru adalah pembimbing, pendidik dan motivator terbaik. dari semua kategori juga telah mendapatkan apresiasi dari selolah, tutur bu dhini_sapaan akrabnya. menariknya, semua acara dibuat dan disusun oleh osis. selain itu juga ada polling siswa memilih guru yang paling tegas, paling friendly dan berwibawa. telah diungkapkan oleh beberapa siswa smk krian 1 sidoarjo yang telah unggah melalui skarisa tv. seperti yang telah dilakukan oleh ribuan siswasiswi smk krian 1 sidoarjo, pada 25112023 di halaman sekolah. sidoarjo radarjatim.id  peringatan hgn hari guru nasional 2023 tidak hanya dirayakan dengan lomba dan pemberian apresiasi saja, tetapi juga dilakukan dengan sungkeman. yaitu sebagai bukti siswa taat pada gurunya, juga berbakti pada gurugurunya. diantaranya adalah, bahwa guru adalah sosok orang yang sangat berjasa, bagi negara nusa dan bangsa.",Pendidikan
"inovasi yang dilakukan bertujuan untuk meningkatkan kinerja guruguru di sma al muslim sehingga berdampak pada pencapaian hasil rapor kinerja guru yang mengalami peningkatan dari tahun ke tahun. kepala dinas pendidikan jawa timur tema inovasi yang diusung kepala sma al muslim adalah strategi 7m dalam rapor kinerja guru rakineru. sudah 3 tahun mengikuti lomba ini, alhamdulillah pada tahun ketiga berhasil mendapatkan penghargaan juara 1. keberhasilan ini juga berkat kerjasama dari guruguru dan semua civitas sma al muslim juga, sehingga apa yang menjadi inovasi dalam tugas menajerial bisa berhasil. alhamdulillah saya bersyukur dan sangat bahagia rasanya saat nama saya disebut sebagai juara 1 kategori bidang lomba inovasi kepala sekolah gcc batch 4. prestasi ini menjadi tantangan untuk selalu melakukan inovasi kemajuan di sma al muslim khususnya dan umumnya di dunia pendidikan,  ungkap dr. mahmudah, s.ag., m.pd. harapannya dengan adanya strategi 7m. guru memiliki motivasi tinggi untuk meningkatkan kinerjanya, harapnya.mad kepala sma al muslim. ketujuh strategi tersebut adalah mengadakan program pelatihan guru, mengaktifkan forum diskusi dengan komunitas belajar, memberikan penghargaan kepada guru, membiasakan bersikap terbuka terhadap kritik dan saran, membuat lingkungan kerja yang nyaman, menerapkan nilai dan budaya positif, melakukan evaluasi yang berkelanjutan. imbuhnya dengan adanya gcc ini harapannya gtk mampu melakukan pengimbasan kepada  sekolah lain sehingga bergerak bersama untuk memajukan pendidikan di indonesia, aries agung paewai, s.stp., m.m. m.pd selaku kepala sma al muslim mendapatkan nominasi 3 besar dan mendapatkan undangan menerima penghargaan dari  gubernur jawa timur, khofifah indar parawansa. dari kurang lebih 600 peserta lomba inovasi kepala sekolah, alhamdulillah kepala sma al muslim mendapat juara 1 lomba inovasi kepala sekolah gcc batch 4 jawa timur. alhamdulillah  dari 5 besar akhirnya dr. mahmudah , s.ag. kegiatan lomba gcc ini terdiri dari 9 bidang lomba, yaitu inovasi pengawas sekolah, inovasi kepala sekolah, lomba media pembelajaran berbasis it, lomba modul ajar kurikulum merdeka, lomba video pembelajaran best practis kurikulum merdeka,  lomba film pendek, lomba desain fashion, lomba kewirausahaan, dan terakhir lomba video tourism. untuk mengikuti event ini sebelum semua peserta lomba wajib mengikuti serangkaian workshop yang diadakan oleh panitia dengan berbagai tema yang relevan dengan inovasi yang dilakukan oleh peserta lomba. torehan prestasi ini diawali menjadi finalis 5 besar dengan mempresentasikan karya inovasi yang telah dilakukan di depan 3 dewan juri. berbagai upaya dilakukan agar mendapatkan hasil terbaik. untuk sampai pada posisi ini benarbenar membutuhkan perjuangan yang luar biasa. mulai menyiapkan bukti karya, bahan presentasi, dan tak kalah pentingnya adalah semangat tinggi untuk memaparkan karyanya di depan dewan juri. gcc adalah event yang sangat bergensi, karena tidak hanya sekedar lomba akan tetapi merupakan ajang kreativitas bagi semua gtk jawa timur. baik guru kepala sekolah, maupun pengawas sekolah sesuai dengan bidang keahliannya masingmasing. sidoarjo radarjatim.id  gtk creatif camp gcc batch 4 adalah kegiatan rutin yang diselengarakan oleh dinas pendidikan provinsi jawatimur bidang gtk. diantaranya pengawas sekolah, kepala sekolah, guru, baik dari sma, smk, dan pklk.",Pendidikan
"sungguh jumlah yang sangat luar biasa, oleh sebab itu kami sangat merasa bangga kepada para guru dan siswa yang sudah luar biasa ini, ungkap tirto adi.mad lanjutnya, tetapi sebelum diunggah di youtube dinilai terlebih dahulu oleh tim kreator konten yang sudah sangat mumpuni, salah satunya dari ciputra. termasuk juga diberikan pelatihan teknik  pengambilan gambar untuk membuat video hingga menjadi sebuah karya untuk diunggah di youtube. dan hasil videovedeo tersebut yang muatannya bernilai edukasi. juga mengikuti zaman, bahwa dengan konten digital ini berarti anakanak bisa maju, akrab dengan teknologi untuk digunakan dengan hal yang bermanfaat, tegas ning shasa. sementara itu, kepala dikbud sidoarjo tirto adi juga tidak menyangka kalau hasilnya sangat luar biasa. oleh karena itu saya berharap anakanak, khususnya siswasiswa di sidoarjo bisa menjadi salah satu pelopor konten kreator yang baik, yang mengedukasi. lanjutnya, disamping itu kami juga memberikan apresiasi kepada kepala dikbud dan seluruh jajaran atas prestasi, untuk terus memacu para guru dan siswa yang sebelumnya dengan target 1000 guru dan 1000 siswa, ternyata menjadi dua kali lipatnya. karena kondisi sekarang ini sangat minim sekali kontenkontek kreator yang mengedukasi, dan memberikan semangat kepada anakanak untuk menjadi konten kreator yang baik. jadi pada intinya pendidikan di kabupaten sidoarjo mau untuk berbenah. jadi sebelum mereka membuat video kita beri pelatihan terlebih dahulu, biar paham literasi digital itu seperti apa. sebanyak 4.784 konten literasi digital tersebut, merupakan hasil karya dari 18.765 guru dan siswa yang berasal dari 180 lembaga jenjang paud dan 577 lembaga jenjang sdmismpmts negeri dan swasta. saadah ahmad muhdlor mengaku sangat mendukung sekali program yang telah digagas oleh dikbud sidoarjo. usai menerima penghargaan, ny. semoga mereka terus mulai berkarya, khususnya berkarya melalui program literasi digital, harap ning shasa_sapaan akrabnya. dari target 2.000 konten literasi digital, ternyata hasilnya mencapai 4.784 konten literasi digital. saadah ahmad muhdlor istri bupati sidoarjo, juga kepada kepala dikbud sidoarjo dr. tirto adi, m.pd pada puncak acara fls festival literasi sidoarjo selasa 28112023 pagi, di gedung mpp lingkar timur sidoarjo. prosesi penyerahan penghargaan diserahkan langsung oleh direktur marketing muri awan rahargo kepada ny. sidoarjo radarjatim.id  capaian program literasi digital yang digagas oleh dikbud dinas pendidikan dan kebudayaan sidoarjo, yang mengambil tema wonderful sidoarjo 2023 jauh melampau target yang ditentukan. sehingga prestasi tersebut mendapatkan penghargaan rekor muri museum rekordunia indonesia.",Pendidikan
"sikap dan rasa antusias yang diberikan oleh guru dianggap para siswa sebagai bentuk support lebih atas kegiatan peringatan hari guru nasional 2023 di sma islam parlaungan. indra sebagai salah satu siswa sma islam parlaungan sidoarjo juga turut bersuara atas kegiatan tersebut, indra menyampaikan bahwa peringatan hgn 2023 di sekolahnya merupakan kegiatan yang paling berkesan, sebab rangkaian acara yang disuguhkan lebih membuat para guru antusias untuk mengikutinya. semoga bukan hanya siswa kita yang dapat merayakan, namun kita sebagai guru juga harus memberikan sebuah apresiasi kepada guruguru kita, ucapkan terima kasih dan selalu panjatkan doa kepada beliau yakni guruguru sebelum kita, doanya. mengatakan hari guru nasional adalah ruang apresiasi yang diberikan para guru atas bentuk kasih sayang dan perjuangannya dalam mendidik para penerus bangsa. sehingga kegiatan tersebut dapat terlasanakan dengan sukses, jelas indra.mad kegiatan tersebut menuai komentar positif dari para guru, salah satunya kepala sma islam parlaungan slamet, s.si, m.pd. kali ini sma islam parlaungan waru sidoarjo juga melakukan emeriahan peringatan hari guru nasional, yang diikuti seluruh keluarga besar sma islam parlaungan sidoarjo, yang juga tak kalah menariknya dalam mengemas serangkaian kegiatannya. tapi lihatlah betapa hormatnya anakanak kita dalam mengenang jasa gurugurunya. sidoarjo radarjatim.id  peringatan hari guru nasional hgn 2023 kali ini mengambil tema bergerak bersama rayakan merdeka belajar. merupakan bentuk semangat belajar, kolaborasi, dedikasi, dan berbagi praktik baik atas guru yang diberikan merupakan wujud inspiratif bagi sesama, terutama pada siswasiswi. namun, di hari spesial ini bukan kita yang merayakan diri kita sendiri, kita tidak meminta, tidak mengharap imbalan.",Pendidikan
"seluruh guru ikut larut dalam suasana haru dan diakhiri dengan saling berpelukan, berjabat tangan seraya mengucapkan selamat hari guru.mad para guru mencerita kesan mereka selama mengajar di smk krian 2, katanya. kepala smk krian 2 sidoarjo indra wahyu suliswanto, m.pd memberikan refleksinya bagaimana awal mula pendidikannya, hingga menjadi seorang guru, dimana profesi guru adalah profesi yang sangat mulia, guru bukan menuntut muridnya, tetapi harus memberikan pendidikan dengan hati. mereka juga membuat video dokumenter dari acara tersebut, yang kemudian ditampilkan pada puncak perayaan hari guru nasional pada hari sabtu, 25 november 2023. pada umumnya perayaan hari guru dilaksanakan dengan upacara, namun bagi guru smk krian 2. puncak perayaan hari guru nasional diawali dengan senam bersama, dilanjutkan dengan  makan sehat, kemudian refleksi selama menjadi guru smk dan diakhiri dengan tasyakuran. hal ini dilakukan untuk lebih mempererat tali persaudaraan sesama guru, ungkap humas smk krian 2 sidoarjo, pada 25112023 pagi. menurutnya, pada acara refleksi guru yang dilaksanakan di aula,  para guru dibagi menjadi beberapa kelompok, dilanjutkan dengan saling berdiskusi bersama teman sekelompoknya, tentang makna pembelajaran menurut ki hajar dewantara serta refleksi selama menjadi guru smk. menariknya juga diakhiri kejutan ucapan selamat hari guru dari seluruh peserta didik serta pemberian bunga dan kue. kegiatan ini diawali pada hari jumat, 24 november 2023, para peserta didik berbondongbondong  memberikan kejutan kepada seluruh guru smk krian 2. diantaranya mulai dari drama perkelahian hingga drama pembelotan, yang membuat guru emosi dan tak sedikit pula hingga menangis. smk krian 2 yang telah menerapkan kurikulum merdeka sejak tahun 2023 tidak ketinggalan juga dalam merayakan peringatan hari guru nasional. peringatan hgn tahun 2023 yang bertemakan bergerak bersama, rayakan merdeka belajar. sidoarjo radarjatim.id  peringatan hari guru nasional hgn yang setiap tahunnya diperingati pada tanggal 25 nopember. menjadi ajang kejuatan, apresiasi yang diberikan siswa kepada para gurunya. atas motivasi semangat belajar, berbagi dan berkolaborasi dalam merdeka belajar demi terwujudnya pembelajaran yang aman, nyaman, dan menyenangkan bagi peserta didik.",Pendidikan
"selain menunjang keahlian tambahan, mereka juga dibekali dengan skill baru dari program ini. selain dijadikan penunjang untuk langsung terjun ke dunia kerja oleh siswasiswi kelas xii yang akan lulus, sertifikasi ini juga bisa dimanfaatkan sebagai tambahan poin, supaya bisa mendukung portofolio siswa yang akan melanjutkan studinya di perguruan negeri tinggi. sma ypm 2 sukodono mengupayakan yang terbaik bagi lulusannya agar siap kerja dan kuliah, sesuai dengan motto sekolah yakni kerja ok, kuliah ok, kuliah sambil kerja juga ok, tegas fauzi.mad sebagai tolak ukur kemampuan yang diserap selama pelatihan berlangsung,, jelas moh.fauzi, pada 27112023 pagi. oleh karena itu, uji coba dari sistem pembelajaran yang baru ini atau disebut program sekolah double track. fauzi, s.ag m.pd.i menjelaskan kalau pada sebelumnya harus memilih satu dari tiga opsi pelatihan, kemudian mereka mengikuti pelatihannya dengan materi tes kompetensi berdasarkan minat yang sesuai dengan pilihan mereka. kepala sma ypm 2 sukodono sidoarjo h. moh. pada program sertifikasi ini terdapat tiga macam jenis keahlian diantaranya yaitu bahasa inggris, microsoft office, dan accounting accuracy akuntansi yang diikuti oleh seluruh siswasiswi kelas xii baik dari jurusan ipa maupun ips. melalui hal tersebut kompetensi siswasiswi sma ypm 2 sukodono yang lulus setelah mengikuti pelatihan bisa dijadikan penunjang untuk langsung terjun ke dunia kerja. nantinya akan sangat membantu dalam mengembangkan potensi peserta didik, khususnya bagi mereka para pelajar sma. program double track merupakan  penggabungan dua sistem pembelajaran antara sma dan smk yang diterapkan oleh dinas pendidikan. sidoarjo radarjatim.id  dalam menunjang siswanya yang tidak bisa melanjutkan ke perguruan tinggi, agar nantinya bisa diterima di dunia kerja dan bisa masuk ke dunia industri sesuai dengan kompetensinya. sma ypm 2 sukodono sidoarjo telah menerapkan program double track. sebagaimana program pada tahun sebelumnya, pelatihan dilaksanakan dari kelas xxi, dengan  sertifikasinya dilakukan pada kelas xii, tahun ini dilaksanakan pada bulan november mulai dari tanggal 2224 november 2023, bersama dengan blkk universitas maarif hasyim latif umaha dan dinas ketenagakerjaaan disnaker kabupaten sidoarjo.",Pendidikan
"mm dan beberapa pengurus pgri kabupaten sidoarjo lainnya.mad karena guru, maka mohon tetap beri jalan bagi pengguna lainnya. ketua pgri kabupaten sidoarjo drs. diketahui, dalam pemberangkatan jalan sehat bupati sidoarjo didampingi kepala dinas pendidikan dan kebudayaan kabupaten sidoarjo, dr. tirto adi, m.pd. gus muhdlor juga berpesan, hatihati di jalan, karena yang jalan sehat ini diikuti semua guru, maka jalan rayanya jangan dipakai semua. edy wuryanto, m.pd. berilah kesempatan para pengguna jalan, pesannya. mohon jalannya jangan dipakai semua. dengan mengucap bismillahirrahmanirrahim, jalan sehat resmi dibuka dan diberangkatkan, ujarnya. sebelum melepas peserta, bupati sidoarjo ahmad muhdlor, yang akrab disapa gus muhdlor menyampaikan pesan atas nama pemerintah mengucapkan selamat hut ke78 yang juga bertepatan dengan hari pendidikan guru tahun 2023. semoga ini momen merekatkan kita, yakni semua guruguru itulah yang bisa menyiapkan insan unggul generasi emas 2045, ucapnya. para peserta terdiri dari perwakilan seluruh guru yang ada di wilayah kabupaten sidoarjo, mulai jenjang paud, kbtk, sd, smp sederajat, baik negeri maupun swasta. sidoarjo radarjatim.id  bupati sidoarjo telah berhasil melepas, atau  memberangkatkan ribuan guru peserta jalan sehat persatuan guru republik indonesia pgri kabupaten sidoarjo dalam rangka hut ke78 pgri dan peringatan hari guru nasional hgn tahun 2023. di alunalun sidoarjo minggu 26112023 pagi.",Pendidikan
"dan tujuannya juga sangat jelas, agar siswa meneladani guru, sehingga bisa jadi siswa yang berkarakter mulia, doa suswanto.mad jadi pijat leher dan punggung itu merupakan bentuk bakti siswa pada guru, jelas suswanto. sementara seluruh siswanya mengenakan pakaian pramuka, berdiri di belakangnya dengan mijatmijat leher dan punggung para gurugurunya bersamasama secara serentak, yang dilanjutkan sungkeman, di halaman sekolah, pada 24112023 pagi. maka anakanak harus berbakti pada guru. menurut kepala sma negeri 1 krembung, sidoarjo drs. suswanto, mm menjelaskan kalau kegiatan ini juga dalam rangka memperingati hari guru nasional hsn 2023 yang jatuh setiap tanggal 25 nopember. seluruh gurugurunya duduk berjajar berhadaphadapan dengan mengenakan pakaian batik pgri. dalam kesempatan tersebut anakanak kami ajak untuk lebih berbakti kepada gurugurunya. sidoarjo radarjatim.id  peringatan hari guru nasional hgn 2023 dimanfaatkan dengan sebaikbaiknya oleh sma negeri 1 krembung, sidoarjo. usai upacara seluruh siswanya diajari untuk lebih berbakti pada gurugurunya. karena guru itu menjadi panutan bagi para siswa, yakni digugu lan ditiru.",Pendidikan
"kepala sekolah smanusa gresik drs agus syamsuddin, mag menyampaikan, kegiatan sosialisasi menyongsong pemilu 2024 dalam bentuk simulasi debat ini, adalah implementasi dari kurikulum merdeka, berupa proyek penguatan profil pelajar pancasila p5, dengan tema suara demokrasi. apa yang menjadi faktor penurunan akhlaqul karimah para generasi muda, kemudian cara apa yang akan dilakukan menanggapi hal tersebut, tanya makmun, pada paslon 1. latar belakang terbesar penurunan akhlak para generasi muda, tentunya adalah pengaruh budaya globalisasi yang tidak dapat ditolak, yang harus dilakukan adalah menata dengan baik, agar tidak mengakibatkan halhal buruk bagi generasi muda, jawab paslon 1, shafira dan nur rotus sholikha. kemudian, pemilu adalah sarana negara untuk menanyakan kehendak rakyat, yang tujuannya adalah melanjutkan kepemimpinan bangsa, papar komisioner kpu gresik divisi sosialisasi dan sdm ini, di smanusa gresik, jumat 24112023. setelah itu, para siswa yang ditugaskan menjadi pasangan caprescawapres, masingmasing menyampaikan visi dan misi dalam simulasi debat. pasangan calon paslon 1 berperan sebagai aniesmuhaimin, yaitu shafira dan nur rotus sholikha, kemudian paslon 2 sebagai prabowogibran adalah hisbi dan m faran, dan paslon 3 sebagai ganjarmahfud hafiz arief dan nabila dwi. semuanya adalah siswa kelas 12 smanusa gresik. suasananya berlangsung seru, bak debat kandidat yang biasanya dilakukan oleh kpu ri. mereka memaparkan janjijanjinya, mengenai aspek ekonomi, kesehatan, pendidikan, lingkungan, sampai kesetaraan gender, yang kemudian ditanggapi oleh panelis. sebelum simulasi debat berlangsung, makmun terlebih dahulu memberikan pengantar tentang sosialisasi pemilu 2024. diharapkan, saat pemilu berlangsung, para siswa berbondongbondong datang ke tempat pemungutan suara tps, pada rabu, 14 februari 2024, dengan keyakinan hati dan akal sehat. kali ini, smanusa gresik membalut sosialisasi pemilu 2024, dengan membuat simulasi debat calon presiden dan calon wakil presiden caprescawapres untuk pemilu 2024, dengan mengundang makmun komisioner kpu gresik sebagai panelis. gresik radarjatim.id  sebagai salah satu sekolah favorit di kabupaten gresik, sekolah menengah atas nahdlatul ulama 1 smanusa gresik, selalu punya cara unik dan kreatif, untuk memahamkan para siswa dalam berbagai pembelajaran. indonesia ini pemerintahannya menganut sistem demokrasi, yaitu sistem pemerintahan yang pengambilan kebijakannya dari rakyat, oleh rakyat, untuk rakyat.",Pendidikan
"sehingga dapat meraih  5 besar terbaik dalam apresiasi kspstk katagori ks smp inovatif tahun 2023 tingkat nasional, ungkap bu lilis sapaan akrabnya yang juga sebagai plt smpn 3 sidoarjo. saya sangat berterimakasih kepada bbgp prov jatim, dinas pendidikan dan kebudayaan sidoarjo, mkks smpn sidoarjo, smpn 3 dan 4 sidoarjo dan keluarga tercinta serta temansahabat yang tidak bisa disebutkan satu persatu. semoga menginspirasi dan membawa keberkahan bagi kemajuanpendidikan, khususnya sidoarjo. kami berharap kegiatan apresiasi gtk 2023 ini dapat menginspirasi para guru dan tenaga kependidikan lainnya untuk terus belajar, berbagi, serta menciptakan praktikpraktik baik demi tercapainya pembelajaran yang berpusat pada murid, tutur dirjen gtk, nunuk suryani dalam keterangan resminya. usai raih penghargaan lilik sulistyowati, s.pd m.pd mengaku sangat bersyukur sekali. prosesi penyerahan penghargaan diberikan pada malam penganugerahan apresiasi kspstk 2023 oleh direktur jendral gtk guru dan tenaga kependidikan prof. dr. nunuk suryani, m.pd dalam peringatan hari guru nasional 2023, pada 24112023 malam. semua atas support, dukungan, motivasi dan tentunya doa yang telah diberikan, ucapnya. sidoarjo radarjatim.id  kepala smp negeri 4 sidoarjo raih penghargaan sebagai peserta 5 terbaik  penganugerahan apresiasi kspstk kepala sekolah, pengawas sekolah dan tenaga kependidikan 2023, kemendikbud ri untuk kategori ks smp inovatif 2023 tingkat nasional. alhamdulillah bersyukur atas anugerah dan nikmat yang allah swt limpahkan.",Pendidikan
